report_date,week_end_date,geography_type,geography_name,vdh_health_region,facility_type,count_of_cli_visits,percent_of_cli_visits,st_date
2023-04-18,2021-09-11,Health District,Blue Ridge,Northwest Region,Urgent Care,67,25,2021-09-05
2023-04-18,2021-09-18,Health District,Blue Ridge,Northwest Region,Urgent Care,75,28,2021-09-12
2023-04-18,2021-09-25,Health District,Blue Ridge,Northwest Region,Urgent Care,80,34,2021-09-19
2023-04-18,2021-10-02,Health District,Blue Ridge,Northwest Region,Urgent Care,54,29,2021-09-26
2023-04-18,2021-10-09,Health District,Blue Ridge,Northwest Region,Urgent Care,85,37,2021-10-03
2023-04-18,2021-10-16,Health District,Blue Ridge,Northwest Region,Urgent Care,66,36,2021-10-10
2023-04-18,2021-10-23,Health District,Blue Ridge,Northwest Region,Urgent Care,55,34,2021-10-17
2023-04-18,2021-10-30,Health District,Blue Ridge,Northwest Region,Urgent Care,59,33,2021-10-24
2023-04-18,2021-11-06,Health District,Blue Ridge,Northwest Region,Urgent Care,61,37,2021-10-31
2023-04-18,2021-11-13,Health District,Blue Ridge,Northwest Region,Urgent Care,38,25,2021-11-07
2023-04-18,2021-11-20,Health District,Blue Ridge,Northwest Region,Urgent Care,66,37,2021-11-14
2023-04-18,2021-11-27,Health District,Blue Ridge,Northwest Region,Urgent Care,56,39,2021-11-21
2023-04-18,2021-12-04,Health District,Blue Ridge,Northwest Region,Urgent Care,81,43,2021-11-28
2023-04-18,2021-12-11,Health District,Blue Ridge,Northwest Region,Urgent Care,89,47,2021-12-05
2023-04-18,2021-12-18,Health District,Blue Ridge,Northwest Region,Urgent Care,78,46,2021-12-12
2023-04-18,2021-12-25,Health District,Blue Ridge,Northwest Region,Urgent Care,135,58,2021-12-19
2023-04-18,2022-01-01,Health District,Blue Ridge,Northwest Region,Urgent Care,206,74,2021-12-26
2023-04-18,2022-01-08,Health District,Blue Ridge,Northwest Region,Urgent Care,161,73,2022-01-02
2023-04-18,2022-01-15,Health District,Blue Ridge,Northwest Region,Urgent Care,139,59,2022-01-09
2023-04-18,2022-01-22,Health District,Blue Ridge,Northwest Region,Urgent Care,78,53,2022-01-16
2023-04-18,2022-01-29,Health District,Blue Ridge,Northwest Region,Urgent Care,77,50,2022-01-23
2023-04-18,2022-02-05,Health District,Blue Ridge,Northwest Region,Urgent Care,46,33,2022-01-30
2023-04-18,2022-02-12,Health District,Blue Ridge,Northwest Region,Urgent Care,43,43,2022-02-06
2023-04-18,2022-02-19,Health District,Blue Ridge,Northwest Region,Urgent Care,27,22,2022-02-13
2023-04-18,2022-02-26,Health District,Blue Ridge,Northwest Region,Urgent Care,31,27,2022-02-20
2023-04-18,2022-03-05,Health District,Blue Ridge,Northwest Region,Urgent Care,14,15,2022-02-27
2023-04-18,2022-03-12,Health District,Blue Ridge,Northwest Region,Urgent Care,17,15,2022-03-06
2023-04-18,2022-03-19,Health District,Blue Ridge,Northwest Region,Urgent Care,22,18,2022-03-13
2023-04-18,2022-03-26,Health District,Blue Ridge,Northwest Region,Urgent Care,16,14,2022-03-20
2023-04-18,2022-04-02,Health District,Blue Ridge,Northwest Region,Urgent Care,27,21,2022-03-27
2023-04-18,2022-04-09,Health District,Blue Ridge,Northwest Region,Urgent Care,19,15,2022-04-03
2023-04-18,2022-04-16,Health District,Blue Ridge,Northwest Region,Urgent Care,13,10,2022-04-10
2023-04-18,2022-04-23,Health District,Blue Ridge,Northwest Region,Urgent Care,28,23,2022-04-17
2023-04-18,2022-04-30,Health District,Blue Ridge,Northwest Region,Urgent Care,29,21,2022-04-24
2023-04-18,2022-05-07,Health District,Blue Ridge,Northwest Region,Urgent Care,41,30,2022-05-01
2023-04-18,2022-05-14,Health District,Blue Ridge,Northwest Region,Urgent Care,54,32,2022-05-08
2023-04-18,2022-05-21,Health District,Blue Ridge,Northwest Region,Urgent Care,46,25,2022-05-15
2023-04-18,2022-05-28,Health District,Blue Ridge,Northwest Region,Urgent Care,37,22,2022-05-22
2023-04-18,2022-06-04,Health District,Blue Ridge,Northwest Region,Urgent Care,39,24,2022-05-29
2023-04-18,2022-06-11,Health District,Blue Ridge,Northwest Region,Urgent Care,39,25,2022-06-05
2023-04-18,2022-06-18,Health District,Blue Ridge,Northwest Region,Urgent Care,45,27,2022-06-12
2023-04-18,2022-06-25,Health District,Blue Ridge,Northwest Region,Urgent Care,29,22,2022-06-19
2023-04-18,2022-07-02,Health District,Blue Ridge,Northwest Region,Urgent Care,38,27,2022-06-26
2023-04-18,2022-07-09,Health District,Blue Ridge,Northwest Region,Urgent Care,35,22,2022-07-03
2023-04-18,2022-07-16,Health District,Blue Ridge,Northwest Region,Urgent Care,34,22,2022-07-10
2023-04-18,2022-07-23,Health District,Blue Ridge,Northwest Region,Urgent Care,33,24,2022-07-17
2023-04-18,2022-07-30,Health District,Blue Ridge,Northwest Region,Urgent Care,35,24,2022-07-24
2023-04-18,2022-08-06,Health District,Blue Ridge,Northwest Region,Urgent Care,28,21,2022-07-31
2023-04-18,2022-08-13,Health District,Blue Ridge,Northwest Region,Urgent Care,26,18,2022-08-07
2023-04-18,2022-08-20,Health District,Blue Ridge,Northwest Region,Urgent Care,41,25,2022-08-14
2023-04-18,2022-08-27,Health District,Blue Ridge,Northwest Region,Urgent Care,32,23,2022-08-21
2023-04-18,2022-09-03,Health District,Blue Ridge,Northwest Region,Urgent Care,38,25,2022-08-28
2023-04-18,2022-09-10,Health District,Blue Ridge,Northwest Region,Urgent Care,26,22,2022-09-04
2023-04-18,2022-09-17,Health District,Blue Ridge,Northwest Region,Urgent Care,32,23,2022-09-11
2023-04-18,2022-09-24,Health District,Blue Ridge,Northwest Region,Urgent Care,27,19,2022-09-18
2023-04-18,2022-10-01,Health District,Blue Ridge,Northwest Region,Urgent Care,31,22,2022-09-25
2023-04-18,2022-10-08,Health District,Blue Ridge,Northwest Region,Urgent Care,20,15,2022-10-02
2023-04-18,2022-10-15,Health District,Blue Ridge,Northwest Region,Urgent Care,23,18,2022-10-09
2023-04-18,2022-10-22,Health District,Blue Ridge,Northwest Region,Urgent Care,29,22,2022-10-16
2023-04-18,2022-10-29,Health District,Blue Ridge,Northwest Region,Urgent Care,47,29,2022-10-23
2023-04-18,2022-11-05,Health District,Blue Ridge,Northwest Region,Urgent Care,40,24,2022-10-30
2023-04-18,2022-11-12,Health District,Blue Ridge,Northwest Region,Urgent Care,48,25,2022-11-06
2023-04-18,2022-11-19,Health District,Blue Ridge,Northwest Region,Urgent Care,22,16,2022-11-13
2023-04-18,2022-11-26,Health District,Blue Ridge,Northwest Region,Urgent Care,50,32,2022-11-20
2023-04-18,2022-12-03,Health District,Blue Ridge,Northwest Region,Urgent Care,48,28,2022-11-27
2023-04-18,2022-12-10,Health District,Blue Ridge,Northwest Region,Urgent Care,33,26,2022-12-04
2023-04-18,2022-12-17,Health District,Blue Ridge,Northwest Region,Urgent Care,32,24,2022-12-11
2023-04-18,2022-12-24,Health District,Blue Ridge,Northwest Region,Urgent Care,48,33,2022-12-18
2023-04-18,2022-12-31,Health District,Blue Ridge,Northwest Region,Urgent Care,38,29,2022-12-25
2023-04-18,2023-01-07,Health District,Blue Ridge,Northwest Region,Urgent Care,40,26,2023-01-01
2023-04-18,2023-01-14,Health District,Blue Ridge,Northwest Region,Urgent Care,41,26,2023-01-08
2023-04-18,2023-01-21,Health District,Blue Ridge,Northwest Region,Urgent Care,16,16,2023-01-15
2023-04-18,2023-01-28,Health District,Blue Ridge,Northwest Region,Urgent Care,18,16,2023-01-22
2023-04-18,2023-02-04,Health District,Blue Ridge,Northwest Region,Urgent Care,22,16,2023-01-29
2023-04-18,2023-02-11,Health District,Blue Ridge,Northwest Region,Urgent Care,20,16,2023-02-05
2023-04-18,2023-02-18,Health District,Blue Ridge,Northwest Region,Urgent Care,26,21,2023-02-12
2023-04-18,2023-02-25,Health District,Blue Ridge,Northwest Region,Urgent Care,13,11,2023-02-19
2023-04-18,2023-03-04,Health District,Blue Ridge,Northwest Region,Urgent Care,20,15,2023-02-26
2023-04-18,2023-03-11,Health District,Blue Ridge,Northwest Region,Urgent Care,16,13,2023-03-05
2023-04-18,2023-03-18,Health District,Blue Ridge,Northwest Region,Urgent Care,14,12,2023-03-12
2023-04-18,2023-03-25,Health District,Blue Ridge,Northwest Region,Urgent Care,17,15,2023-03-19
2023-04-18,2023-04-01,Health District,Blue Ridge,Northwest Region,Urgent Care,14,11,2023-03-26
2023-04-18,2023-04-08,Health District,Blue Ridge,Northwest Region,Urgent Care,13,11,2023-04-02
2023-04-18,2023-04-15,Health District,Blue Ridge,Northwest Region,Urgent Care,10,9,2023-04-09
2023-04-18,2020-03-07,Health District,Central Shenandoah,Northwest Region,Emergency Department,108,4,2020-03-01
2023-04-18,2020-03-14,Health District,Central Shenandoah,Northwest Region,Emergency Department,157,6,2020-03-08
2023-04-18,2020-03-21,Health District,Central Shenandoah,Northwest Region,Emergency Department,250,12,2020-03-15
2023-04-18,2020-03-28,Health District,Central Shenandoah,Northwest Region,Emergency Department,172,10,2020-03-22
2023-04-18,2020-04-04,Health District,Central Shenandoah,Northwest Region,Emergency Department,162,10,2020-03-29
2023-04-18,2020-04-11,Health District,Central Shenandoah,Northwest Region,Emergency Department,148,9,2020-04-05
2023-04-18,2020-04-18,Health District,Central Shenandoah,Northwest Region,Emergency Department,167,10,2020-04-12
2023-04-18,2020-04-25,Health District,Central Shenandoah,Northwest Region,Emergency Department,151,9,2020-04-19
2023-04-18,2020-05-02,Health District,Central Shenandoah,Northwest Region,Emergency Department,129,7,2020-04-26
2023-04-18,2020-05-09,Health District,Central Shenandoah,Northwest Region,Emergency Department,90,5,2020-05-03
2023-04-18,2020-05-16,Health District,Central Shenandoah,Northwest Region,Emergency Department,99,5,2020-05-10
2023-04-18,2020-05-23,Health District,Central Shenandoah,Northwest Region,Emergency Department,93,5,2020-05-17
2023-04-18,2020-05-30,Health District,Central Shenandoah,Northwest Region,Emergency Department,78,4,2020-05-24
2023-04-18,2020-06-06,Health District,Central Shenandoah,Northwest Region,Emergency Department,92,5,2020-05-31
2023-04-18,2020-06-13,Health District,Central Shenandoah,Northwest Region,Emergency Department,53,3,2020-06-07
2023-04-18,2020-06-20,Health District,Central Shenandoah,Northwest Region,Emergency Department,49,2,2020-06-14
2023-04-18,2020-06-27,Health District,Central Shenandoah,Northwest Region,Emergency Department,58,3,2020-06-21
2023-04-18,2020-07-04,Health District,Central Shenandoah,Northwest Region,Emergency Department,77,4,2020-06-28
2023-04-18,2020-07-11,Health District,Central Shenandoah,Northwest Region,Emergency Department,101,5,2020-07-05
2023-04-18,2020-07-18,Health District,Central Shenandoah,Northwest Region,Emergency Department,87,4,2020-07-12
2023-04-18,2020-07-25,Health District,Central Shenandoah,Northwest Region,Emergency Department,88,4,2020-07-19
2023-04-18,2020-08-01,Health District,Central Shenandoah,Northwest Region,Emergency Department,90,4,2020-07-26
2023-04-18,2020-08-08,Health District,Central Shenandoah,Northwest Region,Emergency Department,80,4,2020-08-02
2023-04-18,2020-08-15,Health District,Central Shenandoah,Northwest Region,Emergency Department,89,4,2020-08-09
2023-04-18,2020-08-22,Health District,Central Shenandoah,Northwest Region,Emergency Department,84,4,2020-08-16
2023-04-18,2020-08-29,Health District,Central Shenandoah,Northwest Region,Emergency Department,95,4,2020-08-23
2023-04-18,2020-09-05,Health District,Central Shenandoah,Northwest Region,Emergency Department,83,4,2020-08-30
2023-04-18,2020-09-12,Health District,Central Shenandoah,Northwest Region,Emergency Department,93,4,2020-09-06
2023-04-18,2020-09-19,Health District,Central Shenandoah,Northwest Region,Emergency Department,78,4,2020-09-13
2023-04-18,2020-09-26,Health District,Central Shenandoah,Northwest Region,Emergency Department,107,5,2020-09-20
2023-04-18,2020-10-03,Health District,Central Shenandoah,Northwest Region,Emergency Department,129,6,2020-09-27
2023-04-18,2020-10-10,Health District,Central Shenandoah,Northwest Region,Emergency Department,125,6,2020-10-04
2023-04-18,2020-10-17,Health District,Central Shenandoah,Northwest Region,Emergency Department,83,4,2020-10-11
2023-04-18,2020-10-24,Health District,Central Shenandoah,Northwest Region,Emergency Department,105,5,2020-10-18
2023-04-18,2020-10-31,Health District,Central Shenandoah,Northwest Region,Emergency Department,114,6,2020-10-25
2023-04-18,2020-11-07,Health District,Central Shenandoah,Northwest Region,Emergency Department,100,5,2020-11-01
2023-04-18,2020-11-14,Health District,Central Shenandoah,Northwest Region,Emergency Department,137,6,2020-11-08
2023-04-18,2020-11-21,Health District,Central Shenandoah,Northwest Region,Emergency Department,180,9,2020-11-15
2023-04-18,2020-11-28,Health District,Central Shenandoah,Northwest Region,Emergency Department,201,10,2020-11-22
2023-04-18,2020-12-05,Health District,Central Shenandoah,Northwest Region,Emergency Department,242,11,2020-11-29
2023-04-18,2020-12-12,Health District,Central Shenandoah,Northwest Region,Emergency Department,316,15,2020-12-06
2023-04-18,2020-12-19,Health District,Central Shenandoah,Northwest Region,Emergency Department,256,12,2020-12-13
2023-04-18,2020-12-26,Health District,Central Shenandoah,Northwest Region,Emergency Department,295,14,2020-12-20
2023-04-18,2021-01-02,Health District,Central Shenandoah,Northwest Region,Emergency Department,304,14,2020-12-27
2023-04-18,2021-01-09,Health District,Central Shenandoah,Northwest Region,Emergency Department,362,16,2021-01-03
2023-04-18,2021-01-16,Health District,Central Shenandoah,Northwest Region,Emergency Department,361,17,2021-01-10
2023-04-18,2021-01-23,Health District,Central Shenandoah,Northwest Region,Emergency Department,311,15,2021-01-17
2023-04-18,2021-01-30,Health District,Central Shenandoah,Northwest Region,Emergency Department,250,12,2021-01-24
2023-04-18,2021-02-06,Health District,Central Shenandoah,Northwest Region,Emergency Department,241,12,2021-01-31
2023-04-18,2021-02-13,Health District,Central Shenandoah,Northwest Region,Emergency Department,172,9,2021-02-07
2023-04-18,2021-02-20,Health District,Central Shenandoah,Northwest Region,Emergency Department,168,9,2021-02-14
2023-04-18,2021-02-27,Health District,Central Shenandoah,Northwest Region,Emergency Department,160,7,2021-02-21
2023-04-18,2021-03-06,Health District,Central Shenandoah,Northwest Region,Emergency Department,128,6,2021-02-28
2023-04-18,2021-03-13,Health District,Central Shenandoah,Northwest Region,Emergency Department,122,6,2021-03-07
2023-04-18,2021-03-20,Health District,Central Shenandoah,Northwest Region,Emergency Department,133,6,2021-03-14
2023-04-18,2021-03-27,Health District,Central Shenandoah,Northwest Region,Emergency Department,141,6,2021-03-21
2023-04-18,2021-04-03,Health District,Central Shenandoah,Northwest Region,Emergency Department,152,7,2021-03-28
2023-04-18,2021-04-10,Health District,Central Shenandoah,Northwest Region,Emergency Department,143,6,2021-04-04
2023-04-18,2021-04-17,Health District,Central Shenandoah,Northwest Region,Emergency Department,153,6,2021-04-11
2023-04-18,2021-04-24,Health District,Central Shenandoah,Northwest Region,Emergency Department,134,6,2021-04-18
2023-04-18,2021-05-01,Health District,Central Shenandoah,Northwest Region,Emergency Department,150,6,2021-04-25
2023-04-18,2021-05-08,Health District,Central Shenandoah,Northwest Region,Emergency Department,142,6,2021-05-02
2023-04-18,2021-05-15,Health District,Central Shenandoah,Northwest Region,Emergency Department,167,7,2021-05-09
2023-04-18,2021-05-22,Health District,Central Shenandoah,Northwest Region,Emergency Department,177,8,2021-05-16
2023-04-18,2021-05-29,Health District,Central Shenandoah,Northwest Region,Emergency Department,172,7,2021-05-23
2023-04-18,2021-06-05,Health District,Central Shenandoah,Northwest Region,Emergency Department,164,7,2021-05-30
2023-04-18,2021-06-12,Health District,Central Shenandoah,Northwest Region,Emergency Department,141,6,2021-06-06
2023-04-18,2021-06-19,Health District,Central Shenandoah,Northwest Region,Emergency Department,133,5,2021-06-13
2023-04-18,2021-06-26,Health District,Central Shenandoah,Northwest Region,Emergency Department,119,5,2021-06-20
2023-04-18,2021-07-03,Health District,Central Shenandoah,Northwest Region,Emergency Department,120,5,2021-06-27
2023-04-18,2021-07-10,Health District,Central Shenandoah,Northwest Region,Emergency Department,137,5,2021-07-04
2023-04-18,2021-07-17,Health District,Central Shenandoah,Northwest Region,Emergency Department,165,7,2021-07-11
2023-04-18,2021-07-24,Health District,Central Shenandoah,Northwest Region,Emergency Department,179,7,2021-07-18
2023-04-18,2021-07-31,Health District,Central Shenandoah,Northwest Region,Emergency Department,169,7,2021-07-25
2023-04-18,2021-08-07,Health District,Central Shenandoah,Northwest Region,Emergency Department,208,8,2021-08-01
2023-04-18,2021-08-14,Health District,Central Shenandoah,Northwest Region,Emergency Department,266,10,2021-08-08
2023-04-18,2021-08-21,Health District,Central Shenandoah,Northwest Region,Emergency Department,379,14,2021-08-15
2023-04-18,2021-08-28,Health District,Central Shenandoah,Northwest Region,Emergency Department,524,18,2021-08-22
2023-04-18,2021-09-04,Health District,Central Shenandoah,Northwest Region,Emergency Department,538,20,2021-08-29
2023-04-18,2021-09-11,Health District,Central Shenandoah,Northwest Region,Emergency Department,628,22,2021-09-05
2023-04-18,2021-09-18,Health District,Central Shenandoah,Northwest Region,Emergency Department,584,21,2021-09-12
2023-04-18,2021-09-25,Health District,Central Shenandoah,Northwest Region,Emergency Department,443,18,2021-09-19
2023-04-18,2021-10-02,Health District,Central Shenandoah,Northwest Region,Emergency Department,445,17,2021-09-26
2023-04-18,2021-10-09,Health District,Central Shenandoah,Northwest Region,Emergency Department,418,16,2021-10-03
2023-04-18,2021-10-16,Health District,Central Shenandoah,Northwest Region,Emergency Department,364,14,2021-10-10
2023-04-18,2021-10-23,Health District,Central Shenandoah,Northwest Region,Emergency Department,325,14,2021-10-17
